City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,ta`u,-14.2336,-169.5144,300.9,79,92,8.72,AS,1718503415
362,el burgo de osma,41.5862,-3.0652,284.0,51,25,1.61,ES,1718503415
363,caxias,38.7031,-9.2767,289.84,83,40,4.63,PT,1718503416
364,sisteron,44.1876,5.9462,285.6,95,100,1.98,FR,1718503416
365,coahuayana de hidalgo,18.7,-103.6583,300.23,78,6,1.23,MX,1718503416
366,teykovo,56.858,40.5369,289.85,95,70,2.17,RU,1718503270
367,papao,-17.75,-149.55,301.97,83,27,7.81,PF,1718503416
368,dingwall,57.5953,-4.4272,285.41,95,100,1.19,GB,1718503416
369,poronaysk,49.2167,143.1167,280.66,98,100,2.01,RU,1718503416
370,dali,25.7,100.1833,293.6,82,86,1.7,CN,1718503416
371,pangody,65.85,74.4859,280.69,61,70,5.05,RU,1718503123
372,howrah,22.5892,88.3103,305.15,79,20,4.12,IN,1718503416
373,san juan,-31.5375,-68.5364,286.15,53,0,1.32,AR,1718503248
374,chemolgan,43.1897,76.5292,291.96,45,0,0.41,KZ,1718503417
375,coxen hole,16.3244,-86.5366,302.75,79,20,9.77,HN,1718503417
376,kindu,-2.95,25.95,293.94,53,100,0.89,CD,1718503417
377,rutana,-3.8667,30.1,286.4,72,74,0.94,BI,1718503417
378,corte,42.25,9.25,291.37,45,19,3.04,FR,1718503383
379,betio village,1.358,172.9211,303.17,74,68,4.81,KI,1718503417
380,brookings,44.3114,-96.7984,296.34,91,75,4.12,US,1718503130
381,cururupu,-1.8283,-44.8683,295.86,97,10,0.44,BR,1718503365
382,hilo,19.7297,-155.09,301.0,76,20,3.09,US,1718503122
383,waingapu,-9.6567,120.2641,301.54,63,0,4.35,ID,1718503418
384,nagqu,31.5,92.0,284.58,54,8,2.94,CN,1718503418
385,kem',64.9555,34.5793,284.02,85,5,2.54,RU,1718503418
386,georgetown,5.4112,100.3354,303.11,74,20,2.06,MY,1718503196
387,griffith,41.5284,-87.4237,300.11,52,0,5.14,US,1718503418
388,ulladulla,-35.35,150.4667,286.64,45,1,4.65,AU,1718503418
389,marks,51.7111,46.7486,296.02,70,54,2.75,RU,1718503418
390,xingtai,37.0631,114.4942,301.85,43,99,2.78,CN,1718503203
391,muret,43.3333,1.25,286.26,95,4,1.64,FR,1718503418
392,akdepe,42.0551,59.3788,298.2,35,100,4.49,TM,1718503418
393,fisterra,42.9049,-9.2629,289.68,95,100,5.62,ES,1718503418
394,obong,9.741,123.5098,302.59,64,62,1.42,PH,1718503418
395,quesada,10.3238,-84.4271,294.88,96,99,2.86,CR,1718503418
396,balsas,-7.5325,-46.0356,299.96,52,100,1.06,BR,1718503212
397,kamaishi,39.2667,141.8833,297.84,57,100,3.5,JP,1718503419
398,nyagan,62.1406,65.3936,286.76,90,100,2.03,RU,1718503419
399,tarawa,1.419,172.984,303.2,74,75,3.6,KI,1718503419
400,portage la prairie,49.9728,-98.2926,292.65,89,61,7.51,CA,1718503299
401,choma,-16.8065,26.9531,281.63,52,2,1.75,ZM,1718503419
402,zulpich,50.7,6.65,288.0,71,75,1.54,DE,1718503419
403,masterton,-40.9597,175.6575,286.42,61,3,3.22,NZ,1718503419
404,cooper's town,26.8667,-77.5167,301.68,72,100,3.85,BS,1718503419
405,hassi messaoud,31.6804,6.0729,304.07,18,0,2.06,DZ,1718503419
406,fontanelas,38.8472,-9.4372,289.11,84,27,6.43,PT,1718503419
407,oamaru,-45.0784,170.9801,282.8,80,51,1.08,NZ,1718503420
408,selkirk,50.1436,-96.8845,299.23,94,100,8.69,CA,1718503365
409,castillos,-34.1667,-53.8333,282.84,90,1,0.65,UY,1718503420
410,miri,4.4148,114.0089,300.23,89,40,0.0,MY,1718503420
411,kuqa,41.7278,82.9364,298.54,26,100,1.74,CN,1718503212
412,sheridan,44.8333,-106.9173,297.69,60,0,4.63,US,1718503420
413,cannonvale,-20.2833,148.7,298.48,38,0,3.37,AU,1718503420
414,china,25.7,-99.2333,303.99,51,4,12.08,MX,1718503420
415,fort mcmurray,56.7268,-111.381,285.92,82,100,3.6,CA,1718503215
416,tuzla,44.5428,18.6694,286.13,100,0,0.0,BA,1718503420
417,xam nua,20.4197,104.0439,298.27,78,100,1.13,LA,1718503420
418,issenye,-2.0,34.3333,290.77,84,85,2.02,TZ,1718503420
419,charlottetown,46.2352,-63.1267,286.4,97,75,3.09,CA,1718503217
420,kununurra,-15.7667,128.7333,301.14,28,4,4.63,AU,1718503421
421,tangalle,6.024,80.7911,299.24,88,97,4.64,LK,1718503421
422,carbonear,47.7332,-53.2148,291.01,96,100,8.39,CA,1718503421
423,santa helena,-2.2311,-45.3,295.66,97,47,0.94,BR,1718503271
424,merizo village,13.2658,144.6691,305.0,83,88,7.77,GU,1718503421
425,beledweyne,4.7358,45.2036,296.9,77,12,6.76,SO,1718503421
426,vacaria,-28.5122,-50.9339,288.79,95,100,1.79,BR,1718503421
427,padang,-0.9492,100.3543,301.18,94,100,0.81,ID,1718503421
428,kedrovyy,56.1667,91.8167,298.38,53,41,2.41,RU,1718503421
429,baraut,29.1,77.2667,311.41,21,0,4.84,IN,1718503422
430,san bernardo del viento,9.3533,-75.9524,299.76,82,100,3.63,CO,1718503422
431,rikaze,29.25,88.8833,290.23,35,46,2.06,CN,1718503422
432,carutapera,-1.195,-46.02,296.84,95,53,2.49,BR,1718503351
433,berezovyy,51.6667,135.7,288.46,70,100,3.29,RU,1718503422
434,howard springs,-12.497,131.047,302.1,69,4,3.65,AU,1718503422
435,melekeok village,7.4957,134.6367,302.48,68,100,0.45,PW,1718503422
436,arica,-18.475,-70.3042,290.28,72,100,1.54,CL,1718503422
437,ryazhsk,53.7038,40.1109,288.33,90,100,3.21,RU,1718503422
438,berrotaran,-32.451,-64.3887,286.05,41,6,2.16,AR,1718503422
439,keetmanshoop,-26.5833,18.1333,288.66,26,49,5.14,NA,1718503422
440,bodden town,19.2833,-81.25,302.15,83,20,4.63,KY,1718503391
441,garachico,28.7781,-17.7646,293.21,68,75,5.66,ES,1718503423
442,ginir,7.1333,40.7,285.89,81,34,1.85,ET,1718503423
443,petropavl,54.8753,69.1628,296.89,79,0,3.26,KZ,1718503423
444,kruisfontein,-34.0033,24.7314,284.8,88,36,2.16,ZA,1718503423
445,kirakira,-10.4544,161.9205,301.11,79,53,0.45,SB,1718503423
446,shimoda,34.6667,138.95,298.21,78,100,2.62,JP,1718503423
447,dauphin,51.1494,-100.0502,300.23,57,0,1.03,CA,1718503423
448,taiynsha,53.8478,69.7639,297.24,71,11,2.37,KZ,1718503423
449,arraial do cabo,-22.9661,-42.0278,295.04,86,2,8.64,BR,1718503198
450,pechora,65.1472,57.2244,278.07,85,58,3.58,RU,1718503423
451,lloydminster,53.2835,-110.0016,290.27,42,100,3.09,CA,1718503271
452,sinop,41.7711,34.8709,288.54,84,74,1.03,TR,1718503423
453,ust'-kut,56.7938,105.7672,290.06,39,97,1.79,RU,1718503424
454,kargasok,59.0556,80.8572,294.8,77,74,3.58,RU,1718503424
455,kijang,35.2442,129.2139,299.0,55,6,1.49,KR,1718503424
456,aginskoye,51.1,114.53,293.02,34,100,7.29,RU,1718503424
457,vredendal,-31.6683,18.5012,291.7,33,100,4.66,ZA,1718503424
458,moranbah,-22.0016,148.0466,294.91,27,0,2.32,AU,1718503424
459,montanha,-18.1269,-40.3633,293.28,92,15,2.24,BR,1718503424
460,la ronge,55.1001,-105.2842,289.27,82,75,4.12,CA,1718503389
461,ciudad madero,22.2667,-97.8333,302.26,79,20,9.26,MX,1718503275
462,brisas de zicatela,15.8369,-97.0419,301.01,83,72,2.47,MX,1718503424
463,harper,4.375,-7.7169,298.45,83,100,4.51,LR,1718503425
464,dapitan,8.6464,123.4208,303.34,65,100,1.97,PH,1718503425
465,kyzyl-mazhalyk,51.1333,90.6,293.1,58,99,0.45,RU,1718503425
466,jayapura,-2.5333,140.7,302.81,74,84,1.42,ID,1718503425
467,quellon,-43.1167,-73.6167,281.02,90,100,3.97,CL,1718503425
468,mao,39.8885,4.2658,292.46,94,0,4.12,ES,1718503425
469,khorinsk,52.1657,109.7726,295.41,27,99,5.33,RU,1718503425
470,rio grande,-32.035,-52.0986,289.23,85,96,3.64,BR,1718503041
471,atasu,48.6814,71.6433,294.78,60,30,4.24,KZ,1718503425
472,murun-kuren,49.6342,100.1625,294.85,43,79,1.25,MN,1718503425
473,fort st. john,56.2499,-120.8529,281.09,93,100,5.66,CA,1718503425
474,malango,-2.9627,119.9001,299.55,65,53,1.62,ID,1718503425
475,hamilton,39.1834,-84.5333,295.58,53,60,2.07,US,1718503210
476,port douglas,-16.4833,145.4667,297.23,59,5,2.6,AU,1718503426
477,broken hill,-31.95,141.4333,285.05,60,22,5.51,AU,1718503426
478,tayaman,13.2295,120.5726,302.06,72,100,2.94,PH,1718503426
479,skopin,53.8249,39.5505,288.06,93,93,3.1,RU,1718503426
480,priargunsk,50.3691,119.1012,292.66,55,98,5.65,RU,1718503426
481,telese,41.2173,14.5277,294.49,58,99,2.01,IT,1718503426
482,kilkenny,52.6542,-7.2522,282.14,95,6,2.1,IE,1718503426
483,broome,42.2506,-75.833,285.88,92,0,0.45,US,1718503426
484,codrington,-38.2667,141.9667,285.81,60,96,6.86,AU,1718503426
485,brokopondo,4.75,-55.1667,299.09,80,77,3.4,SR,1718503329
486,vadso,70.0744,29.7487,284.64,87,40,0.0,NO,1718503427
487,usogorsk,63.4106,48.6872,279.63,94,81,0.65,RU,1718503427
488,lewistown,40.5992,-77.5714,291.57,100,9,1.9,US,1718503196
489,prince rupert,54.3161,-130.3201,284.98,87,100,8.75,CA,1718503303
490,naze,28.3667,129.4833,299.66,80,100,3.86,JP,1718503427
491,mokhsogollokh,61.4681,128.9203,294.39,48,100,3.88,RU,1718503219
492,filingue,14.3521,3.3168,302.46,47,92,6.3,NE,1718503427
493,turpan,42.9333,89.1667,304.15,31,0,2.42,CN,1718503427
494,fortaleza,-3.7227,-38.5247,299.38,83,0,3.09,BR,1718503427
495,crane,31.3974,-102.3501,305.88,33,0,9.84,US,1718503427
496,ulanhot,46.0833,122.0833,300.11,33,46,4.77,CN,1718503427
497,oban,56.4127,-5.4706,282.8,93,100,0.27,GB,1718503427
498,salaqi,40.5414,110.5108,299.11,21,100,2.23,CN,1718503427
499,lerwick,60.1545,-1.1494,284.15,87,100,8.77,GB,1718503428
500,box elder,41.5005,-112.8764,293.78,43,97,9.43,US,1718503428
501,odienne,9.51,-7.5692,296.18,88,23,1.52,CI,1718503428
502,ola,59.5833,151.2833,287.67,81,43,3.41,RU,1718503428
503,luang namtha,20.9497,101.4011,297.16,100,100,1.03,LA,1718503428
504,mount gambier,-37.8333,140.7667,285.53,56,100,3.87,AU,1718503428
505,paracuru,-3.41,-39.0306,299.32,90,54,3.65,BR,1718503428
506,kharp,66.8014,65.8081,276.88,70,100,1.52,RU,1718503428
507,creston,41.0586,-94.3614,298.13,78,0,6.17,US,1718503428
508,cheremshan,54.6667,51.5,293.26,82,53,0.21,RU,1718503429
509,taulaga,-11.0553,-171.0883,301.76,76,89,5.06,AS,1718503429
510,lae,-6.7221,146.9847,299.54,74,53,2.61,PG,1718503429
511,saipan,15.1355,145.701,304.54,70,40,7.72,MP,1718503429
512,sile,41.1754,29.6133,291.52,67,0,0.93,TR,1718503429
513,lata,40.1629,-8.3327,285.97,97,100,0.72,PT,1718503429
514,jaumave,23.4167,-99.3833,297.48,77,61,1.67,MX,1718503429
515,minas de marcona,-15.2119,-75.1103,284.52,90,89,6.17,PE,1718503429
516,ivatsevichy,52.709,25.3401,284.27,94,4,2.18,BY,1718503429
517,puntarenas,9.9763,-84.8384,298.28,88,100,2.13,CR,1718503203
518,piton saint-leu,-21.2196,55.3151,293.19,94,100,2.57,RE,1718503430
519,vila franca do campo,37.7167,-25.4333,292.38,99,11,2.21,PT,1718503430
520,laguna,38.421,-121.4238,304.48,15,0,4.63,US,1718503430
521,kolondieba,11.0882,-6.8926,299.32,74,79,0.45,ML,1718503430
522,meybod,32.2501,54.0166,299.16,33,4,0.52,IR,1718503430
523,khromtau,50.2503,58.4347,297.87,44,41,1.54,KZ,1718503430
524,teshi old town,5.5836,-0.1072,298.08,89,80,3.46,GH,1718503430
525,khovd,48.0056,91.6419,293.37,42,90,2.0,MN,1718503430
526,koungou,-12.7336,45.2042,299.99,78,0,6.69,YT,1718503430
527,la'ie,21.6477,-157.9253,303.13,74,0,1.79,US,1718503430
528,tibati,6.4667,12.6333,292.49,98,100,0.16,CM,1718503431
529,sainte-suzanne,-20.9061,55.6089,295.25,96,100,5.14,RE,1718503431
530,namibe,-15.1961,12.1522,292.59,77,0,2.62,AO,1718503431
531,san antonio de pale,-1.4014,5.6325,297.68,82,100,5.17,GQ,1718503241
532,kone,-21.0595,164.8658,298.97,44,18,3.69,NC,1718503431
533,acarau,-2.8856,-40.12,297.75,87,100,3.8,BR,1718503431
534,darwin,-12.4611,130.8418,302.14,54,0,3.09,AU,1718503203
535,piti village,13.4626,144.6933,305.18,77,98,7.53,GU,1718503431
536,yuzhno-kurilsk,44.0306,145.8556,285.03,89,100,3.04,RU,1718503431
537,galesong,-5.3166,119.3661,303.16,67,51,0.95,ID,1718503431
538,bedford,52.1346,-0.4663,285.23,86,100,5.48,GB,1718503431
539,riviere-du-loup,47.8304,-69.5342,286.3,54,19,1.03,CA,1718503284
540,mikhaylovskoye,51.8239,79.7172,291.7,73,94,0.55,RU,1718503431
541,angaur state,6.906,134.13,301.77,70,69,0.17,PW,1718503432
542,uaua,-9.8414,-39.4817,292.41,83,4,5.33,BR,1718503432
543,isheyevka,54.4167,48.2667,294.94,94,100,2.14,RU,1718503432
544,el porvenir,13.7617,-87.3458,297.78,100,100,1.32,HN,1718503432
545,elkins,38.9259,-79.8467,290.54,85,92,1.51,US,1718503201
546,tromso,69.6496,18.957,281.16,93,100,1.54,NO,1718503432
547,toliara,-23.35,43.6667,290.08,84,0,4.79,MG,1718503432
548,pauini,-7.7136,-66.9764,300.42,66,100,0.83,BR,1718503432
549,vilyuysk,63.7553,121.6247,281.48,96,100,3.13,RU,1718503432
550,paita,-5.0892,-81.1144,292.08,80,89,6.77,PE,1718503309
551,bathsheba,13.2167,-59.5167,301.49,78,40,7.72,BB,1718503432
552,puerto aysen,-45.4,-72.7,278.94,99,100,1.79,CL,1718503340
553,ocean shores,46.9737,-124.1563,287.01,78,75,8.75,US,1718503243
554,margate,51.3813,1.3862,285.54,86,25,2.68,GB,1718503353
555,egilsstadir,65.2653,-14.3948,279.1,93,75,2.57,IS,1718503433
556,udangudi,8.4333,78.0167,301.25,74,75,4.04,IN,1718503213
557,escanaba,45.7453,-87.0646,290.66,77,40,3.6,US,1718503424
558,bintulu,3.1667,113.0333,301.38,83,20,1.03,MY,1718503433
559,eydhafushi,5.1033,73.0708,301.74,75,60,5.74,MV,1718503250
560,strezhevoy,60.7333,77.5889,293.13,86,100,3.13,RU,1718503433
561,chapaev,50.2,51.1667,297.83,52,6,2.89,KZ,1718503433
562,zouerate,22.7187,-12.4521,302.1,23,0,6.06,MR,1718503433
563,kaman,27.65,77.2667,311.12,25,0,7.48,IN,1718503433
564,kingston,17.997,-76.7936,302.68,62,20,8.75,JM,1718502850
565,maridi,4.9158,29.4742,292.39,96,100,2.25,SS,1718503434
566,tralee,52.2704,-9.7026,282.51,93,38,2.46,IE,1718503434
567,sao joao do paraiso,-15.3136,-42.0144,288.26,94,1,2.86,BR,1718503434
568,cullowhee,35.3137,-83.1765,297.97,87,100,2.06,US,1718503434
569,ishigaki,24.3448,124.1572,304.22,84,20,7.2,JP,1718503434
570,kapit,2.0167,112.9333,298.4,92,100,0.81,MY,1718503434
571,sidney,-33.8679,151.2073,288.88,52,20,6.17,AU,1718503309
572,nyurba,63.2842,118.3319,278.18,93,100,3.55,RU,1718503265
